id,en_sentence,influence,influence_lang,influenced_sentence
612,Anti-Catholic organisations crusaded to strip the Irish of their devout faith and practices.,1,fr,Les organisations anticatholiques se sont croisées pour dépouiller les Irlandais de leur foi et de leurs pratiques ferventes.
613,"Anticipating mass layoffs, Polis, a Democrat, has encouraged small firms to apply for low-interest emergency loans of up to $2 million from the U.S. Small Business Administration.",0,es,"Anticipando despidos masivos, Polis, un demócrata, ha alentado a las pequeñas empresas a solicitar préstamos de emergencia de bajo interés de hasta $2 millones de la Administración de Pequeñas Empresas de Estados Unidos."
614,"António Guterres, the UN Secretary-General, pointed out last week that ""No person, young or old, is expendable and that older people have the same rights to life and health as everyone else.""",0,es,"António Guterres, Secretario General de la ONU, señaló la semana pasada que ""ninguna persona, joven o mayor, es prescindible y que las personas mayores tienen los mismos derechos a la vida y la salud que todos los demás""."
615,Antonio Reyes and Diego del Morao are closely linked to Circulo Flamenco de Madrid.,1,fr,Antonio Reyes et Diego del Morao sont étroitement liés au Circulo Flamenco de Madrid.
616,Anuj Krishnan and Linda Kemigisha are two of just 20 students to win the Vimy Pilgrimage Award.,1,fr,Anuj Krishnan et Linda Kémigisha sont deux des 20 étudiants à gagner le Prix de pèlerinage de Vimy.
617,A number of hedge funds have recently made changes to their positions in EA.,1,fr,Un certain nombre de fonds spéculatifs ont récemment modifié leur position dans l'EE.
618,A number of institutional investors and hedge funds have recently modified their holdings of the stock.,0,es,Varios inversores institucionales y fondos de cobertura han modificado recientemente sus carteras de acciones.
619,A number of other hedge funds and other institutional investors have also added to or reduced their stakes in MRVL.,1,fr,Un certain nombre d'autres fonds spéculatifs et d'autres investisseurs institutionnels ont également ajouté ou réduit leurs participations dans la LMR.
620,A number of other hedge funds have also bought and sold shares of DAL.,1,fr,Un certain nombre d'autres fonds spéculatifs ont également acheté et vendu des actions de DAL.
621,"A number of police cars are in the area, with the Eagle helicopter also responding to the incident.",1,fr,"Un certain nombre de voitures de police se trouvent dans la région, et l'hélicoptère Eagle répond également à l'incident."
622,A number of tests show that NordLynx's speed outperforms any other mainstream protocol several times.,0,es,Varias pruebas muestran que la velocidad de NordLynx supera a cualquier otro protocolo convencional varias veces.
623,"Any agency can do performance marketing, but when combined with the PR discipline it becomes something more special and relevant.",1,fr,"N'importe quelle agence peut faire du marketing de performance, mais lorsqu'elle est combinée avec la discipline PR, elle devient quelque chose de plus spécial et pertinent."
624,“Any arrival that does not fulfil the PCR test requirements will be subject to testing on arrival and mandatory quarantine while awaiting results.,1,fr,Toute arrivée qui ne satisfait pas aux exigences du test PCR sera soumise à des tests à l'arrivée et à la quarantaine obligatoire en attendant les résultats.
625,"Any modern franchise that runs long enough is bound to get a video game adaptation or two, and has had a healthy games career since almost as soon as the manga was first adapted.",0,es,"Cualquier franquicia moderna que funcione el tiempo suficiente está destinada a conseguir una adaptación de videojuegos o dos, y ha tenido una carrera de juegos saludables desde casi tan pronto como el manga fue adaptado por primera vez."
626,"“Anyone, please send me anyone / Lord, is there anyone?",1,fr,"Quelqu'un, s'il vous plaît envoyez-moi quelqu'un / Seigneur, y a-t-il quelqu'un?"
627,Anyone thinking of going long at these price levels should think very carefully about doing so.,0,es,Cualquier persona que piense en ir mucho tiempo en estos niveles de precios debe pensar muy cuidadosamente en hacerlo.
628,Anyone who can help with information regarding this incident is requested to call Crime Stoppers on 919 or send us a private message and we will pass on the information to our investigators.,0,es,Cualquier persona que pueda ayudar con la información relativa a este incidente debe llamar a Crime Stoppers el 919 o enviarnos un mensaje privado y transmitiremos la información a nuestros investigadores.
629,"Anyone who speaks out against it, will be punished.",1,fr,Quiconque s'y oppose sera puni.
630,Anyone with information is asked to call police at 847-596-8774.,1,fr,Toute personne ayant des renseignements est priée d'appeler la police au 847-596-8774.
631,Anyone with information regarding this incident is asked to contact the on duty Staff Sergeant at 905-825-4747 ext. 2310.,0,es,Se pide a toda persona que tenga información sobre este incidente que se ponga en contacto con el sargento de guardia al 905-825-4747 ext. 2310.
632,Any operator without a license is deemed to be carrying out illegal activities.,0,es,Se considera que cualquier operador sin licencia está llevando a cabo actividades ilegales.
633,Any other thoughts?,1,fr,D'autres idées?
634,"“Any small improvement is so much better than what four million Canadians are already doing today, so really we just need to get on with it,” said Sivan.",0,es,"“Cualquier pequeña mejora es mucho mejor que lo que cuatro millones de canadienses ya están haciendo hoy, así que realmente solo tenemos que seguir adelante”, dijo Sivan."
635,Any sort of football on TV was a rare treat.,0,es,Cualquier tipo de fútbol en la televisión era un regalo raro.
636,"“Anything’s better than coal, and then you push in the problem,” he said.",1,fr,"Tout vaut mieux que le charbon, et puis tu pousses dans le problème, a-t-il dit."
637,"“Any vendor/agent who collects a prepared list with candidates’ names, profile codes and other vital details for the purpose of vending pins will be sanctioned.",1,fr,"Tout vendeur/agent qui recueille une liste préparée avec des noms de candidats, des codes de profil et d'autres détails essentiels aux fins de la distribution d'épingles sera sanctionné."
638,"Anyway, inspite of quarrels, fights and riots in the name of religion or of some political issues, India cannot change its colors.",0,es,"De todos modos, a pesar de las peleas, peleas y disturbios en nombre de la religión o de algunos asuntos políticos, la India no puede cambiar de color."
639,"Anyway, let's look at more recent quarterly numbers to see what we can elucidate about more recent trends.",1,fr,"Bref, regardons les chiffres trimestriels plus récents pour voir ce que nous pouvons élucider sur les tendances plus récentes."
640,A once-in-a-century pathogen would demand once-in-a-century solutions.,1,fr,Un agent pathogène unique au siècle exigerait des solutions uniques au siècle.
641,"Apart from them, Anil Kapoor also made a huge mark as his 3 films stood tall in the highest grossers.",1,fr,"En dehors d'eux, Anil Kapoor a également fait une énorme marque puisque ses 3 films étaient grands dans les plus gros dégrossissants."
642,"A passerby stops and asks him gently, “What are you doing old fella?",1,fr,"Un passant s'arrête et lui demande doucement : ""Que fais-tu de vieux?"
643,"A patch of Sholinganallur — consisting of Elcot Avenue-Kumarasamy Nagar, Clasic Gardens and Clasic Gardens (not a typo, that's how 'Classic' is spelt) — evokes exactly that sense of the miraculous.",0,es,"Un trozo de Sholinganallur —que consiste en la avenida Elcot-Kumarasamy Nagar, los jardines clasicos y los jardines clasicos (no es un error tipográfico, así es como se escribe 'Classic')— evoca exactamente ese sentido de lo milagroso."
644,"A payment similar to the Housing Assistance Payment (HAP) would also be made available as well as a weekly allowance under this new system, the report recommends, as well as a number of other key recommendation which can be read here.",1,fr,"Un paiement semblable au paiement d'aide au logement (PAH) serait également disponible ainsi qu'une allocation hebdomadaire dans le cadre de ce nouveau système, recommande le rapport, ainsi qu'un certain nombre d'autres recommandations clés qui peuvent être lues ici."
